date,product_type,price_per_ton,volume,destination_country,market_indicator
2023-08-03,DATES,"2454,80","154,00",France,FALLING
2025-08-16,CITRUS_FRUITS,"1167,47","175,01",France,RISING
2023-03-24,WHEAT,"756,77","52,95",France,UNPREDICTABLE
2023-05-11,WHEAT,"873,07","65,24",France,STABLE
2023-11-24,DATES,"2815,56","123,51",Germany,UNPREDICTABLE
2023-12-24,WHEAT,"778,23","84,25",Germany,VOLATILE
2023-10-21,OLIVE_OIL,"3570,13","107,65",France,UNPREDICTABLE
2024-08-17,OLIVE_OIL,"3379,26","185,67",Germany,UNPREDICTABLE
2024-08-06,WHEAT,"833,71","139,34",Germany,FALLING
2025-07-16,DATES,"2983,46","193,57",France,VOLATILE
2024-01-13,WHEAT,"858,98","75,64",France,VOLATILE
2023-08-05,DATES,"2239,66","151,58",Germany,UNPREDICTABLE
2025-02-12,CITRUS_FRUITS,"1347,87","111,64",France,UNPREDICTABLE
2025-09-26,CITRUS_FRUITS,"1486,05","193,63",Germany,UNPREDICTABLE
2023-12-18,DATES,"2626,98","139,22",Germany,UNPREDICTABLE
2023-09-10,WHEAT,"889,17","115,12",France,UNPREDICTABLE
2025-02-28,CITRUS_FRUITS,"1204,09","147,12",France,RISING
2023-05-05,WHEAT,"710,09","60,64",Germany,FALLING
2024-12-02,CITRUS_FRUITS,"1497,22","97,30",France,RISING
2023-12-17,OLIVE_OIL,"3550,05","181,99",France,VOLATILE
2024-11-12,DATES,"2726,07","149,92",Germany,RISING
2023-11-10,DATES,"2685,28","157,73",France,VOLATILE
2023-08-28,CITRUS_FRUITS,"1333,20","197,07",France,FALLING
2024-12-11,CITRUS_FRUITS,"1080,90","102,91",France,RISING
2023-04-15,CITRUS_FRUITS,"1343,71","102,65",Germany,UNPREDICTABLE
2023-02-16,CITRUS_FRUITS,"1155,42","85,31",Germany,RISING
2023-10-23,DATES,"2213,86","133,29",Germany,UNPREDICTABLE
2025-04-05,OLIVE_OIL,"3956,78","151,69",France,FALLING
2025-06-29,CITRUS_FRUITS,"1392,85","52,85",France,FALLING
2024-01-28,CITRUS_FRUITS,"1138,50","105,54",Germany,FALLING
2025-02-15,WHEAT,"869,84","190,47",France,UNPREDICTABLE
2024-02-19,WHEAT,"737,83","114,77",France,RISING
2023-10-28,DATES,"2436,57","179,58",Germany,VOLATILE
2024-05-24,DATES,"2051,00","115,75",Germany,FALLING
2023-09-12,DATES,"2644,78","102,82",France,RISING
2024-03-12,DATES,"2707,96","67,29",France,FALLING
2025-06-28,CITRUS_FRUITS,"1036,59","115,41",France,RISING
2024-08-26,WHEAT,"734,69","145,87",France,VOLATILE
2024-02-10,DATES,"2630,42","56,86",France,VOLATILE
2023-05-06,OLIVE_OIL,"3477,50","160,72",France,VOLATILE
2023-08-09,DATES,"2370,72","148,54",France,RISING
2024-04-22,CITRUS_FRUITS,"1234,05","55,00",Germany,UNPREDICTABLE
2023-01-14,CITRUS_FRUITS,"1134,83","161,95",France,FALLING
2025-11-26,CITRUS_FRUITS,"1300,71","96,94",Germany,UNPREDICTABLE
2023-12-28,OLIVE_OIL,"3099,61","180,36",France,VOLATILE
2024-09-30,CITRUS_FRUITS,"1002,62","151,85",France,RISING
2023-04-21,CITRUS_FRUITS,"1407,53","113,52",Germany,UNPREDICTABLE
2025-11-07,OLIVE_OIL,"3350,94","163,96",Germany,STABLE
2024-09-21,CITRUS_FRUITS,"1053,90","113,15",France,FALLING
2024-03-29,DATES,"2319,57","114,28",France,VOLATILE
2023-04-09,OLIVE_OIL,"3042,40","174,03",Germany,FALLING
2023-01-08,OLIVE_OIL,"3696,71","158,01",Germany,RISING
2024-12-24,WHEAT,"886,37","93,11",France,VOLATILE
2025-06-17,DATES,"2381,49","182,92",France,UNPREDICTABLE
2024-02-05,WHEAT,"872,74","96,81",Germany,STABLE
2023-09-16,CITRUS_FRUITS,"1422,45","167,29",Germany,VOLATILE
2025-12-16,CITRUS_FRUITS,"1268,43","83,67",France,RISING
2025-05-07,DATES,"2822,52","53,68",Germany,FALLING
2025-06-30,CITRUS_FRUITS,"1159,56","117,61",France,VOLATILE
2025-01-26,DATES,"2276,90","142,18",Germany,STABLE
2024-01-24,WHEAT,"837,12","194,04",France,UNPREDICTABLE
2025-07-31,DATES,"2914,57","194,42",France,FALLING
2024-08-13,WHEAT,"789,62","188,89",France,VOLATILE
2023-08-22,DATES,"2793,11","126,98",Germany,FALLING
2024-06-24,OLIVE_OIL,"3436,10","188,05",Germany,UNPREDICTABLE
2023-08-24,CITRUS_FRUITS,"1401,56","110,51",Germany,FALLING
2023-06-09,CITRUS_FRUITS,"1269,38","81,98",France,UNPREDICTABLE
2025-05-23,CITRUS_FRUITS,"1030,28","178,16",France,STABLE
2025-02-15,WHEAT,"753,73","198,30",France,FALLING
2025-01-29,OLIVE_OIL,"3494,33","84,56",Germany,VOLATILE
2025-06-16,WHEAT,"751,40","131,91",Germany,STABLE
2024-01-09,OLIVE_OIL,"3164,48","194,17",Germany,FALLING
2025-09-18,DATES,"2341,17","170,51",Germany,VOLATILE
2025-06-18,DATES,"2096,02","165,03",France,VOLATILE
2023-10-31,CITRUS_FRUITS,"1076,87","150,09",Germany,RISING
2025-07-08,OLIVE_OIL,"3663,69","181,76",Germany,UNPREDICTABLE
2023-02-01,OLIVE_OIL,"3374,01","63,20",Germany,FALLING
2023-02-25,DATES,"2812,58","78,96",France,RISING
2025-09-23,WHEAT,"710,34","179,71",France,RISING
2025-03-16,DATES,"2650,03","133,78",France,STABLE
2024-03-05,OLIVE_OIL,"3663,25","127,64",Germany,STABLE
2025-07-09,WHEAT,"738,76","143,71",France,FALLING
2025-05-18,DATES,"2810,64","168,98",France,RISING
2023-04-01,CITRUS_FRUITS,"1155,79","193,58",Germany,UNPREDICTABLE
2024-06-01,OLIVE_OIL,"3723,10","143,03",France,UNPREDICTABLE
2025-07-24,DATES,"2137,48","102,67",Germany,RISING
2024-01-25,WHEAT,"894,35","137,06",France,RISING
2025-08-24,CITRUS_FRUITS,"1249,92","130,88",France,RISING
2023-10-08,DATES,"2057,23","81,99",Germany,RISING
2024-07-03,DATES,"2146,27","160,06",Germany,STABLE
2022-12-26,OLIVE_OIL,"3780,85","157,81",France,VOLATILE
2023-06-20,CITRUS_FRUITS,"1400,39","154,17",Germany,VOLATILE
2023-10-08,WHEAT,"811,77","181,35",Germany,RISING
2025-10-19,CITRUS_FRUITS,"1168,99","89,69",France,RISING
2025-05-29,WHEAT,"718,11","86,33",Germany,UNPREDICTABLE
2024-05-16,WHEAT,"821,97","134,64",Germany,VOLATILE
2025-06-25,CITRUS_FRUITS,"1019,95","193,12",France,UNPREDICTABLE
2025-04-29,DATES,"2710,09","92,82",France,VOLATILE
2023-04-28,DATES,"2641,26","153,23",Germany,VOLATILE
2025-12-04,CITRUS_FRUITS,"1355,47","166,64",France,VOLATILE
2023-04-28,CITRUS_FRUITS,"1194,47","140,87",Germany,FALLING
2024-11-21,CITRUS_FRUITS,"1079,09","179,98",Germany,RISING
2025-11-03,DATES,"2221,13","101,72",Germany,VOLATILE
2024-12-29,DATES,"2858,97","139,66",Germany,FALLING
2024-03-28,CITRUS_FRUITS,"1429,05","106,23",France,VOLATILE
2025-07-08,WHEAT,"849,60","101,81",France,UNPREDICTABLE
2024-06-15,WHEAT,"740,98","92,43",Germany,RISING
2023-03-06,OLIVE_OIL,"3866,82","196,81",France,FALLING
2024-07-30,WHEAT,"895,77","170,79",France,FALLING
2024-12-26,DATES,"2741,81","54,00",Germany,STABLE
2024-05-16,OLIVE_OIL,"3971,71","151,00",France,UNPREDICTABLE
2025-11-01,OLIVE_OIL,"3695,77","54,90",France,UNPREDICTABLE
2025-06-25,CITRUS_FRUITS,"1303,41","138,20",France,UNPREDICTABLE
2025-05-10,OLIVE_OIL,"3878,30","131,15",France,RISING
2025-11-04,DATES,"2701,64","183,52",France,RISING
2023-09-10,CITRUS_FRUITS,"1025,06","110,90",Germany,UNPREDICTABLE
2025-02-13,CITRUS_FRUITS,"1297,61","161,58",France,FALLING
2023-02-17,WHEAT,"781,32","104,74",France,RISING
2024-09-05,WHEAT,"710,28","184,65",Germany,VOLATILE
2023-05-26,WHEAT,"895,11","60,08",France,UNPREDICTABLE
2024-12-31,OLIVE_OIL,"3597,52","101,20",Germany,FALLING
2023-06-03,OLIVE_OIL,"3374,26","50,05",Germany,FALLING
2023-05-29,OLIVE_OIL,"3208,79","113,56",France,VOLATILE
2023-11-28,WHEAT,"892,29","50,60",France,STABLE
2024-11-05,CITRUS_FRUITS,"1249,40","87,38",Germany,UNPREDICTABLE
2024-01-13,OLIVE_OIL,"3668,78","97,19",France,FALLING
2024-09-09,CITRUS_FRUITS,"1412,97","112,63",Germany,RISING
2025-08-31,OLIVE_OIL,"3047,20","99,59",France,UNPREDICTABLE
2025-12-15,CITRUS_FRUITS,"1488,06","113,77",Germany,UNPREDICTABLE
2025-02-18,WHEAT,"762,71","131,08",Germany,RISING
2023-07-12,CITRUS_FRUITS,"1165,91","93,95",Germany,STABLE
2024-08-15,WHEAT,"786,44","95,81",France,FALLING
2025-06-12,CITRUS_FRUITS,"1343,87","85,79",France,RISING
2023-10-28,OLIVE_OIL,"3517,29","115,45",France,UNPREDICTABLE
2024-08-19,CITRUS_FRUITS,"1061,60","118,55",Germany,RISING
2025-08-27,DATES,"2090,11","163,83",Germany,RISING
2025-02-14,DATES,"2591,27","99,41",Germany,FALLING
2023-01-05,WHEAT,"895,53","65,93",France,FALLING
2025-12-20,DATES,"2134,98","143,45",France,VOLATILE
2024-10-09,WHEAT,"877,31","114,70",France,VOLATILE
2025-10-07,WHEAT,"878,15","125,20",France,STABLE
2023-10-22,OLIVE_OIL,"3938,43","197,14",France,UNPREDICTABLE
2024-08-15,CITRUS_FRUITS,"1144,49","111,41",Germany,STABLE
2025-10-01,OLIVE_OIL,"3701,11","158,17",Germany,FALLING
2023-06-30,OLIVE_OIL,"3112,49","72,64",France,FALLING
2025-02-09,CITRUS_FRUITS,"1250,59","118,72",Germany,FALLING
2023-09-15,CITRUS_FRUITS,"1161,02","158,58",Germany,STABLE
2025-04-04,OLIVE_OIL,"3053,15","101,42",France,VOLATILE
2023-09-20,OLIVE_OIL,"3810,15","159,67",Germany,VOLATILE
2023-09-04,DATES,"2690,14","155,52",Germany,UNPREDICTABLE
2025-07-26,DATES,"2492,64","114,78",France,RISING
2024-05-31,OLIVE_OIL,"3731,35","109,32",France,VOLATILE
2023-05-26,OLIVE_OIL,"3398,31","162,61",France,RISING
2024-03-24,WHEAT,"854,30","66,70",Germany,VOLATILE
2025-04-30,CITRUS_FRUITS,"1333,42","171,65",Germany,STABLE
2025-06-05,CITRUS_FRUITS,"1463,68","101,20",Germany,FALLING
2025-01-30,WHEAT,"823,05","171,22",France,RISING
2025-02-12,WHEAT,"765,29","188,95",France,VOLATILE
2024-01-13,WHEAT,"756,55","93,53",France,VOLATILE
2025-08-17,CITRUS_FRUITS,"1186,62","109,20",Germany,UNPREDICTABLE
2023-01-26,DATES,"2114,48","74,17",Germany,STABLE
2025-05-16,DATES,"2577,96","128,62",Germany,STABLE
2023-12-21,CITRUS_FRUITS,"1347,04","196,14",France,FALLING
2025-10-02,DATES,"2982,91","173,04",France,UNPREDICTABLE
2023-10-30,WHEAT,"837,06","99,68",France,RISING
2023-11-09,CITRUS_FRUITS,"1235,92","177,96",France,VOLATILE
2024-01-06,CITRUS_FRUITS,"1196,36","118,02",Germany,FALLING
2025-08-15,WHEAT,"799,47","146,40",France,FALLING
2023-10-14,CITRUS_FRUITS,"1301,04","86,47",Germany,FALLING
2023-07-17,WHEAT,"702,27","130,39",France,UNPREDICTABLE
2024-04-20,WHEAT,"821,98","109,73",France,RISING
2024-08-14,DATES,"2633,93","89,80",France,FALLING
2024-10-14,CITRUS_FRUITS,"1301,37","110,01",France,UNPREDICTABLE
2025-01-01,WHEAT,"769,16","69,71",France,RISING
2025-08-29,DATES,"2796,55","115,84",France,UNPREDICTABLE
2023-03-03,OLIVE_OIL,"3239,36","125,00",Germany,RISING
2025-07-27,DATES,"2995,75","139,01",Germany,VOLATILE
2023-04-26,WHEAT,"722,67","58,44",France,FALLING
2024-08-10,OLIVE_OIL,"3482,50","174,70",France,STABLE
2023-02-17,CITRUS_FRUITS,"1473,41","125,92",Germany,VOLATILE
2025-04-06,CITRUS_FRUITS,"1198,20","147,17",Germany,STABLE
